0.342400	126.00
0.342420	124.00
0.342440	125.00
0.342460	125.00
0.342480	125.00
0.342500	125.00
0.342520	125.00
0.342540	125.00
0.342560	125.00
0.342580	125.00
0.342600	125.00
0.342620	125.00
0.342640	125.00
0.342660	125.00
0.342680	125.00
0.342700	125.00
0.342720	125.00
0.342740	125.00
0.342760	125.00
0.342780	125.00
0.342800	125.00
0.342820	125.00
0.342840	125.00
0.342860	125.00
0.342880	125.00
0.342900	125.00
0.342920	125.00
0.342940	125.00
0.342960	125.00
0.342980	125.00
0.343000	125.00
0.343020	125.00
0.343040	125.00
0.343060	125.00
0.343080	125.00
0.343100	125.00
0.343120	125.00
0.343140	125.00
0.343160	125.00
0.343180	125.00
0.343200	125.00
0.343220	124.00
0.343240	124.00
0.343260	125.00
0.343280	125.00
0.343300	125.00
0.343320	125.00
0.343340	125.00
0.343360	125.00
0.343380	125.00
0.343400	125.00
0.343420	125.00
0.343440	125.00
0.343460	125.00
0.343480	125.00
0.343500	126.00
0.343520	125.00
0.343540	125.00
0.343560	125.00
0.343580	125.00
0.343600	125.00
0.343620	125.00
0.343640	125.00
0.343660	125.00
0.343680	125.00
0.343700	125.00
0.343720	125.00
0.343740	125.00
0.343760	125.00
0.343780	125.00
0.343800	125.00
0.343820	125.00
0.343840	125.00
0.343860	125.00
0.343880	125.00
0.343900	125.00
0.343920	125.00
0.343940	125.00
0.343960	125.00
0.343980	125.00
0.344000	125.00
0.344020	125.00
0.344040	125.00
0.344060	125.00
0.344080	125.00
0.344100	125.00
0.344120	125.00
0.344140	126.00
0.344160	126.00
0.344180	126.00
0.344200	126.00
0.344220	125.00
0.344240	125.00
0.344260	125.00
0.344280	125.00
0.344300	125.00
0.344320	125.00
0.344340	125.00
0.344360	126.00
0.344380	126.00
0.344400	126.00
0.344420	125.00
0.344440	125.00
0.344460	125.00
0.344480	125.00
0.344500	125.00
0.344520	125.00
0.344540	125.00
0.344560	125.00
0.344580	125.00
0.344600	125.00
0.344620	125.00
0.344640	125.00
0.344660	125.00
0.344680	125.00
0.344700	125.00
0.344720	125.00
0.344740	125.00
0.344760	125.00
0.344780	126.00
0.344800	126.00
0.344820	126.00
0.344840	125.00
0.344860	125.00
0.344880	125.00
0.344900	125.00
0.344920	125.00
0.344940	125.00
0.344960	125.00
0.344980	125.00
0.345000	125.00
0.345020	125.00
0.345040	125.00
0.345060	125.00
0.345080	125.00
0.345100	125.00
0.345120	125.00
0.345140	125.00
0.345160	125.00
0.345180	125.00
0.345200	125.00
0.345220	126.00
0.345240	125.00
0.345260	125.00
0.345280	125.00
0.345300	125.00
0.345320	126.00
0.345340	126.00
0.345360	126.00
0.345380	125.00
0.345400	125.00
0.345420	125.00
0.345440	125.00
0.345460	125.00
0.345480	125.00
0.345500	125.00
0.345520	125.00
0.345540	126.00
0.345560	126.00
0.345580	126.00
0.345600	125.00
0.345620	125.00
0.345640	125.00
0.345660	125.00
0.345680	125.00
0.345700	125.00
0.345720	125.00
0.345740	125.00
0.345760	125.00
0.345780	125.00
0.345800	125.00
0.345820	125.00
0.345840	125.00
0.345860	125.00
0.345880	126.00
0.345900	126.00
0.345920	126.00
0.345940	125.00
0.345960	125.00
0.345980	125.00
0.346000	125.00
0.346020	125.00
0.346040	125.00
0.346060	125.00
0.346080	125.00
0.346100	126.00
0.346120	126.00
0.346140	125.00
0.346160	125.00
0.346180	125.00
0.346200	125.00
0.346220	125.00
0.346240	125.00
0.346260	125.00
0.346280	125.00
0.346300	125.00
